12, movl
8, movq
6, movw
5, subl
5, movzbl
5, movslq
5, jne
5, jmp
5, addq
4, movb
4, addl
3, movzwl
3, cmpw
2, testb
2, movswl
2, cmpl
1, ret
1, pushq
1, popq
1, jle
1, jl
1, jg
1, cmpb
1, cbtw
