34, addiw
28, li
23, add
20, slli
17, addi
15, sb
14, j
13, sd
12, ld
9, srli
9, or
9, beq
9, and
8, mv
6, lbu
6, bge
5, bne
3, subw
3, andi
2, sraiw
2, slliw
2, ble
1, xori
1, sub
1, srliw
1, srai
1, snez
1, sgtu
1, ret
1, jr
1, blt
1, bleu
1, bgtu
1, bgt
1, addw
