3, xorl
3, subl
3, movq
3, movl
3, cmpb
2, subq
2, movslq
2, leal
2, jle
2, cmpl
1, testw
1, testl
1, setne
1, ret
1, movzbl
1, movswl
1, movsbl
1, movb
1, leaq
1, jne
1, jmp
1, jl
1, jg
1, je
1, addq
1, addl
