6, mov
5, sub
5, cmp
4, add
3, ldrb
2, tst
2, movne
2, @
1, sxth
1, subne
1, strb
1, push
1, pople
1, pop
1, moveq
1, lsr
1, eor
1, clz
1, bne
1, blt
1, ble
1, bgt
1, beq
1, b
